id,candidate_length,in_candidates,response,answer
3296,2,True,French Alps,French Alps
3297,4,True,Antonio Stradivari,Stradivarius
3298,1,True,notInKB,notInKB
3299,6,True,English people,English people
3300,3,True,Fast bowling,Fast bowling
3301,3,True,Haslemere,Haslemere
3302,8,True,Surrey,Surrey
3303,7,True,Berkshire,Berkshire County Cricket Club
3304,10,True,Cornwall,Cornwall County Cricket Club
3305,7,True,Oxfordshire,Oxfordshire County Cricket Club
3306,1,True,notInKB,notInKB
3307,5,True,Buckinghamshire County Cricket Club,Buckinghamshire County Cricket Club
3308,5,True,Herefordshire,Herefordshire County Cricket Club
3309,9,True,Kent,Kent County Cricket Club
3310,1,True,1994 NatWest Trophy,1994 NatWest Trophy
3311,8,True,Lincolnshire,Lincolnshire County Cricket Club
3312,1,True,2002 Cheltenham & Gloucester Trophy,2002 Cheltenham & Gloucester Trophy
3313,1,True,Lindum Sports Club Ground,Lindum Sports Club Ground
3314,3,True,notInKB,notInKB
3315,1,True,notInKB,notInKB
3316,9,True,"Hamilton, Ontario","Hamilton, Ontario"
3317,9,True,Canada,Canada
3318,10,True,notInKB,notInKB
3319,2,True,Trent University,Trent University
3320,9,True,Toronto,Toronto
3321,5,True,notInKB,notInKB
3322,3,True,Seeing Things (TV series),Seeing Things (TV series)
3323,1,True,notInKB,notInKB
3324,1,True,Writers Guild of Canada,Writers Guild of Canada
3325,1,True,Road to Avonlea,Road to Avonlea
3326,7,True,Michael Moore,Michael Moore
3327,1,True,Life Under Mike,Life Under Mike
3328,9,True,Mike Harris,Mike Harris
3329,1,True,notInKB,notInKB
3330,1,True,notInKB,notInKB
3331,1,False,notInC,Jajo's Secret
3332,10,True,notInKB,notInKB
3333,10,True,notInKB,notInKB
3334,2,False,notInC,Altarpiece
3335,5,True,History painting,History painting
3336,1,True,Paolo Veronese,Paolo Veronese
3337,1,True,notInKB,notInKB
3338,8,True,Italian Peninsula,Italy
3339,7,True,Italian Renaissance painting,Italian Renaissance painting
3340,10,True,Venice,Venice
3341,10,True,Rome,Rome
3342,1,True,Bentvueghels,Bentvueghels
3343,10,True,notInKB,notInKB
3344,10,True,notInKB,notInKB
3345,1,True,David Teniers the Younger,David Teniers the Younger
3346,8,True,Reading Abbey,Abbey
3347,10,True,notInKB,notInKB
3348,8,True,Vienna,Vienna
3349,1,True,Court painter,Court painter
3350,2,True,"Leopold I, Holy Roman Emperor","Leopold I, Holy Roman Emperor"
3351,7,True,"Charles V, Holy Roman Emperor","Charles V, Holy Roman Emperor"
3352,4,True,Graphic designer,Graphic designer
3353,1,True,Video art,Video art
3354,2,True,Saks Fifth Avenue,Saks Fifth Avenue
3355,3,True,Sony Music Entertainment,Sony
3356,2,True,notInKB,notInKB
3357,7,True,Esquire (magazine),Esquire (magazine)
3358,8,True,Vanity Fair (magazine),Vanity Fair (magazine)
3359,1,True,notInKB,notInKB
3360,1,True,Elliott Sharp,Elliott Sharp
3361,1,True,Ikue Mori,Ikue Mori
3362,1,True,Mari Kimura,Mari Kimura
3363,1,True,Alan Licht,Alan Licht
3364,1,True,Zeena Parkins,Zeena Parkins
3365,1,True,Christian Marclay,Christian Marclay
3366,8,True,John Duncan (artist),John Duncan (artist)
3367,1,True,notInKB,notInKB
3368,4,True,notInKB,notInKB
3369,1,False,notInC,Musée d'art contemporain de Lyon
3370,1,True,Chelsea Art Museum,Chelsea Art Museum
3371,3,True,Art Institute of Chicago,Art Institute of Chicago
3372,1,True,Impakt Festival,Impakt Festival
3373,1,True,Charles IV of France,Charles IV of France
3374,1,True,Margaret of Artois,Margaret of Artois
3375,3,True,House of Capet,House of Capet
3376,2,True,Capetian dynasty,Capetian dynasty
3377,1,True,Pope John XXII,Pope John XXII
3378,10,False,notInC,"Blanche of France, Duchess of Orléans"
3379,4,False,notInC,Virgin of Jeanne d'Evreux
3380,1,False,notInC,Hours of Jeanne d'Evreux
3381,4,True,The Cloisters,The Cloisters
3382,4,True,Metropolitan Museum of Art,Metropolitan Museum of Art
3383,1,True,Jean Pucelle,Jean Pucelle
3384,2,True,Canonical hours,Canonical hours
3385,8,True,Louis IX of France,Louis IX of France
3386,2,True,Vitreous enamel,Vitreous enamel
3387,5,False,notInC,Château de Brie-Comte-Robert
3388,2,True,Brie-Comte-Robert,Brie-Comte-Robert
3389,1,True,notInKB,notInKB
3390,10,True,notInKB,notInKB
3391,7,True,New Zealand national cricket team,Cricket
3392,2,True,notInKB,notInKB
3393,10,True,Bridgend County Borough,Bridgend
3394,9,True,Glamorgan,Glamorgan
3395,9,True,Glamorgan County Cricket Club,Glamorgan County Cricket Club
3396,9,True,Middlesex County Cricket Club,Middlesex County Cricket Club
3397,10,True,1969 English cricket season,1969 English cricket season
3398,10,True,notInKB,notInKB
3399,6,True,Lancashire,Lancashire County Cricket Club
3400,2,True,notInKB,notInKB
3401,9,True,Essex,Essex County Cricket Club
3402,1,False,notInC,1969 Player's County League
3403,10,True,notInKB,notInKB
3404,7,True,Northamptonshire County Cricket Club,Northamptonshire County Cricket Club
3405,8,True,Derbyshire County Cricket Club,Derbyshire County Cricket Club
3406,1,True,1971 John Player League,1971 John Player League
3407,10,True,notInKB,notInKB
3408,9,True,1979 ICC Trophy,1979 ICC Trophy
3409,8,True,Netherlands national cricket team,Netherlands national cricket team
3410,4,True,Israel,Israel national cricket team
3411,10,True,notInKB,notInKB
3412,9,False,notInC,John Hopkins (cricketer)
3413,9,True,United States,United States
3414,8,True,John Paul Jones (musician),Bassist
3415,5,True,Paramore,Paramore
3416,1,True,"Franklin, Tennessee","Franklin, Tennessee"
3417,3,True,Paramore,Hayley Williams
3418,2,True,Josh Farro,Josh Farro
3419,2,True,Zac Farro,Zac Farro
3420,1,True,Fueled by Ramen,Fueled by Ramen
3421,4,True,Deftones,Deftones
3422,5,True,Death Cab for Cutie,Death Cab for Cutie
3423,2,True,Thrice,Thrice
3424,2,True,Sigur Rós,Sigur Rós
3425,2,True,Paper Route (band),Paper Route (band)
3426,8,True,Mew (band),Mew (band)
3427,1,True,"Franklin, Tennessee","Franklin, Tennessee"
3428,2,True,Paramore,Josh Farro
3429,5,True,notInKB,notInKB
3430,2,True,Zac Farro,Zac Farro
3431,2,True,Paramore,Taylor York
3432,3,True,Paramore,Hayley Williams
3433,7,True,Keyboardist,Keyboard instrument
3434,4,True,Bassist,Bass guitar
3435,1,True,Fueled by Ramen,Fueled by Ramen
3436,1,True,All We Know,All We Know
3437,1,True,All We Know Is Falling,All We Know Is Falling
3438,1,True,The Summer Tic EP,The Summer Tic EP
3439,3,True,notInKB,notInKB
3440,1,True,notInKB,notInKB
3441,3,True,Live in the UK 2008,Live in the UK 2008
3442,1,True,Brand New Eyes,Brand New Eyes
3443,7,True,Paramore (album),Paramore (album)
3444,8,True,BadLLM: Jessica Mauboy,Discography
3445,10,True,notInKB,notInKB
3446,2,True,Jessica Mauboy discography,Jessica Mauboy
3447,7,True,Album,Album
3448,8,True,Live album,Live album
3449,5,True,Single (music),Single (music)
3450,6,False,notInC,Music video
3451,9,False,notInC,Australian Idol (season 4)
3452,8,True,Australian Idol (season 4),Australian Idol
3453,1,True,Sony Music Australia,Sony Music Australia
3454,8,True,The Journey (Jessica Mauboy album),The Journey (Jessica Mauboy album)
3455,2,True,Australian Recording Industry Association,ARIA Charts
3456,3,True,notInKB,notInKB
3457,2,True,Australian Recording Industry Association,Australian Recording Industry Association
3458,2,True,Young Divas,Young Divas
3459,2,True,Been Waiting,Been Waiting
3460,10,True,notInKB,notInKB
3461,2,True,Running Back (Jessica Mauboy song),Running Back (Jessica Mauboy song)
3462,1,True,Flo Rida,Flo Rida
3463,8,True,Burn (Jessica Mauboy song),Burn (Jessica Mauboy song)
3464,2,True,Been Waiting (song),Been Waiting (song)
3465,9,True,Because (Jessica Mauboy song),Because (Jessica Mauboy song)
3466,1,True,notInKB,notInKB
3467,2,False,notInC,Get 'Em Girls
3468,2,False,notInC,Get 'Em Girls (song)
3469,4,True,Snoop Dogg,Snoop Dogg
3470,10,True,Saturday Night (Jessica Mauboy song),Saturday Night (Jessica Mauboy song)
3471,3,True,notInKB,notInKB
3472,10,False,notInKB,notInKB
3473,1,True,Stan Walker,Stan Walker
3474,1,True,Recorded Music NZ,Recorded Music NZ
3475,2,True,The Sapphires (film),The Sapphires (film)
3476,4,False,notInC,Gotcha (song)
3477,10,True,notInKB,notInKB
3478,9,True,Dundee,Dundee
3479,6,True,Association football,Association football
3480,1,True,Lochee United F.C.,Lochee United F.C.
3481,1,True,Peterborough United F.C.,Peterborough United F.C.
3482,1,True,Montrose F.C.,Montrose F.C.
3483,7,True,National Soccer League (Australia),National Soccer League
3484,9,True,England national football team,The Football Association
3485,6,True,notInKB,notInKB
3486,1,False,notInC,"St Kevin's College, Melbourne"
3487,4,True,Cieszyn,Cieszyn
3488,5,True,Czech Silesia,Silesia
3489,1,True,notInKB,notInKB
3490,2,True,Upper Hungary,Upper Hungary
3491,6,False,notInC,Hymn
3492,2,True,Cieszyn Silesia,Cieszyn Silesia
3493,8,True,Martin Luther,Martin Luther
3494,4,True,Cieszyn,Cieszyn
3495,1,True,Guben,Guben
3496,6,True,Martin Luther,Martin Luther
3497,7,True,Bohemia,Bohemia
3498,5,True,Province of Silesia,Silesia
3499,7,True,Prague,Prague
3500,5,True,Head teacher,Rector (academia)
3501,2,True,Holešov,Holešov
3502,9,True,Moravia,Moravia
3503,1,True,Valašské Meziříčí,Valašské Meziříčí
3504,7,True,"Ferdinand II, Holy Roman Emperor","Ferdinand II, Holy Roman Emperor"
3505,7,True,Bubonic plague,Bubonic plague
3506,3,True,Bielsko-Biała,Bielsko-Biała
3507,1,True,Cieszyn Silesia,Cieszyn Silesia
3508,2,True,Latin poetry,Latin
3509,2,True,notInKB,notInKB
3510,1,True,Augsburg Confession,Augsburg Confession
3511,1,True,Bible of Kralice,Bible of Kralice
3512,1,True,notInKB,notInKB
3513,6,True,Slovakia,Slovakia
3514,1,True,Evangelical Lutheran Church in America,Evangelical Lutheran Church in America
3515,1,True,Evangelical Lutheran Church in Canada,Evangelical Lutheran Church in Canada
3516,9,True,Labour Party (UK),Labour Party (UK)
3517,4,True,North East England,County Durham
3518,9,True,England,England
3519,1,True,Sedgefield (borough),Sedgefield (borough)
3520,3,True,Fishburn,Fishburn
3521,1,True,Trimdon,Trimdon
3522,1,True,notInKB,notInKB
3523,7,True,Prime Minister of the United Kingdom,Prime Minister of the United Kingdom
3524,6,True,Tony Blair,Tony Blair
3525,1,True,Sedgefield (UK Parliament constituency),Sedgefield (UK Parliament constituency)
3526,9,True,notInKB,notInKB
3527,1,True,Trimdon,Trimdon
3528,8,True,Greater London,London
3529,4,True,Barristers in England and Wales,Barrister
3530,10,True,notInKB,notInKB
3531,8,True,The Charlotte Observer,The Observer
3532,1,False,notInC,Transport and General Workers' Union
3533,2,True,notInKB,notInKB
3534,10,True,Newcastle United F.C.,Newcastle United F.C.
3535,1,True,Sunderland A.F.C.,Sunderland A.F.C.
3536,6,True,English people,English people
3537,7,True,New Zealand national cricket team,Cricket
3538,2,True,Seam bowling,Seam bowling
3539,4,True,Borough of Newcastle-under-Lyme,Newcastle-under-Lyme
3540,8,True,Staffordshire,Staffordshire
3541,8,True,Staffordshire,Staffordshire County Cricket Club
3542,10,True,Norfolk,Norfolk County Cricket Club
3543,1,True,notInKB,notInKB
3544,2,True,notInKB,notInKB
3545,9,True,Glamorgan County Cricket Club,Glamorgan County Cricket Club
3546,1,True,1971 Gillette Cup,1971 Gillette Cup
3547,9,True,Sussex County Cricket Club,Sussex County Cricket Club
3548,1,True,1978 Gillette Cup,1978 Gillette Cup
3549,10,True,notInKB,notInKB
3550,10,True,notInKB,notInKB
3551,1,True,1975 Benson & Hedges Cup,1975 Benson & Hedges Cup
3552,8,True,Derbyshire County Cricket Club,Derbyshire County Cricket Club
3553,6,True,Lancashire,Lancashire County Cricket Club
3554,1,True,1977 Benson & Hedges Cup,1977 Benson & Hedges Cup
3555,9,True,Essex,Essex County Cricket Club
3556,9,True,Middlesex,Middlesex County Cricket Club
3557,9,True,United States,United States
3558,5,True,Lawyer,Lawyer
3559,6,True,Politics of the United States,Politician
3560,1,True,Democratic Party (United States),Democratic Party (United States)
3561,9,True,New Mexico,New Mexico
3562,3,True,Democratic Party (United States),Democratic National Committee
3563,10,True,notInKB,notInKB
3564,1,True,Republican Party (United States),Republican Party (United States)
3565,1,True,notInKB,notInKB
3566,10,True,Yale University,Yale University
3567,1,True,Yale Political Union,Yale Political Union
3568,1,True,World Universities Debating Championship,World Universities Debating Championship
3569,1,True,Glasgow University Union,Glasgow University Union
3570,1,True,Austan Goolsbee,Austan Goolsbee
3571,1,True,American Parliamentary Debate Association,American Parliamentary Debate Association
3572,4,True,Skull and Bones,Skull and Bones
3573,1,True,notInKB,notInKB
3574,1,True,notInKB,notInKB
3575,1,True,notInKB,notInKB
3576,1,True,University of New Mexico School of Law,University of New Mexico School of Law
3577,4,True,Gambling,Gambling
3578,5,True,Poker,Poker
3579,5,True,World Series of Poker,World Series of Poker
3580,2,True,notInKB,notInKB
3581,5,True,Poker tournament,Poker tournament
3582,1,True,Poker Hall of Fame,Poker Hall of Fame
3583,2,True,"Marshall, Texas","Marshall, Texas"
3584,8,True,Texas,Texas
3585,4,True,Bar (establishment),Bar (establishment)
3586,1,True,Benny Binion,Benny Binion
3587,3,False,notInC,1970 World Series of Poker
3588,4,False,notInC,1971 World Series of Poker
3589,3,False,notInC,1974 World Series of Poker
3590,5,True,World Series of Poker,World Series of Poker
3591,1,True,1995 World Series of Poker,1995 World Series of Poker
3592,2,True,Johnny Chan,Johnny Chan
3593,1,True,Doyle Brunson,Doyle Brunson
3594,1,True,Phil Hellmuth,Phil Hellmuth
3595,8,True,Utah,Utah
3596,5,True,The Church of Jesus Christ of Latter-day Saints,The Church of Jesus Christ of Latter-day Saints
3597,1,True,notInKB,notInKB
3598,7,True,Europe,Europe
3599,10,True,notInKB,notInKB
3600,1,True,Francis M. Lyman,Francis M. Lyman
3601,10,True,Moscow,Moscow
3602,7,True,Russian Empire,Russia
3603,2,True,Mormons,Mormonism
3604,9,True,Grand Duchy of Finland,Finland
3605,2,True,Utah House of Representatives,Utah House of Representatives
3606,1,True,Deseret News,Deseret News
3607,7,True,Salt Lake City,Salt Lake City
3608,10,True,notInKB,notInKB
3609,10,True,notInKB,notInKB
3610,1,True,George Q. Morris,George Q. Morris
3611,4,True,Pancreatic cancer,Pancreatic cancer
3612,6,True,England,English people
3613,7,True,New Zealand national cricket team,Cricket
3614,3,True,Fast bowling,Fast bowling
3615,2,True,"Kingston, Jamaica","Kingston, Jamaica"
3616,6,True,Shropshire County Cricket Club,Shropshire County Cricket Club
3617,8,True,Cambridgeshire,Cambridgeshire County Cricket Club
3618,1,True,notInKB,notInKB
3619,1,True,notInKB,notInKB
3620,2,True,notInKB,notInKB
3621,9,True,Yorkshire County Cricket Club,Yorkshire County Cricket Club
3622,1,True,1976 Gillette Cup,1976 Gillette Cup
3623,8,True,Surrey,Surrey County Cricket Club
3624,1,True,1978 Gillette Cup,1978 Gillette Cup
3625,7,True,Northamptonshire County Cricket Club,Northamptonshire County Cricket Club
3626,1,True,1985 NatWest Trophy,1985 NatWest Trophy
3627,10,True,notInKB,notInKB
3628,6,True,Worcestershire County Cricket Club,Worcestershire County Cricket Club
3629,7,True,Leicestershire County Cricket Club,Leicestershire County Cricket Club
3630,8,True,Musical composition,Composer
3631,1,True,Canadian League of Composers,Canadian League of Composers
3632,1,True,Sociedad General de Autores y Editores,Sociedad General de Autores y Editores
3633,1,True,notInKB,notInKB
3634,1,True,Contemporary classical music,Contemporary classical music
3635,3,True,Avant-garde music,Avant-garde music
3636,1,True,Choir,Choir
3637,2,True,Université de Montréal,Université de Montréal
3638,1,True,Analia Llugdar,Analia Llugdar
3639,1,True,University of Valencia,University of Valencia
3640,3,True,Computer science,Computer science
3641,1,True,Vicente Asencio,Vicente Asencio
3642,10,True,notInKB,notInKB
3643,3,True,Orchestra,Orchestration
3644,2,True,André Prévost (composer),André Prévost (composer)
3645,2,True,Université de Montréal,Université de Montréal
3646,2,True,Master of Music,Master of Music
3647,1,True,notInKB,notInKB
3648,4,True,McGill University,McGill University
3649,2,True,Bruce Mather,Bruce Mather
3650,3,True,Doctor of Music,Doctor of Music
3651,10,True,notInKB,notInKB
3652,5,True,Pamplona,Pamplona
3653,9,True,Navarre,Navarre
3654,6,True,Spain,Spain
3655,8,True,Luther Blissett,Association football
3656,1,True,Orihuela CF,Orihuela CF
3657,1,True,CD Calahorra,CD Calahorra
3658,1,True,Deportivo Alavés,Deportivo Alavés
3659,10,True,notInKB,notInKB
3660,2,True,La Liga,La Liga
3661,10,False,notInKB,notInKB
3662,4,False,notInC,Deportivo Alavés B
3663,10,True,notInKB,notInKB
3664,1,True,CD Numancia,CD Numancia
3665,6,True,notInKB,notInKB
3666,4,True,Segunda División,Segunda División
3667,1,True,Real Murcia,Real Murcia
3668,10,True,notInKB,notInKB
3669,10,False,notInKB,notInKB
3670,1,True,SD Huesca,SD Huesca
3671,2,True,notInKB,notInKB
3672,1,True,Orihuela CF,Orihuela CF
3673,2,True,Segunda División B,Segunda División B
3674,1,True,San Francisco Museum of Modern Art,San Francisco Museum of Modern Art
3675,1,True,Melbourne International Film Festival,Melbourne International Film Festival
3676,1,True,notInKB,notInKB
3677,1,True,Electrofringe,Electrofringe
3678,3,True,Sydney Opera House,Sydney Opera House
3679,1,True,International Computer Music Conference,International Computer Music Conference
3680,1,True,notInKB,notInKB
3681,1,True,notInKB,notInKB
3682,4,True,John Peel,John Peel
3683,3,True,Essential Mix,BBC Radio 1
3684,1,True,Big Heavy Stuff,Big Heavy Stuff
3685,7,True,Swirl (band),Swirl (band)
3686,1,True,notInKB,notInKB
3687,2,True,University of Wollongong,University of Wollongong
3688,1,True,Queensland University of Technology,Queensland University of Technology
3689,1,True,Music Council of Australia,Music Council of Australia
3690,1,True,Australia Council for the Arts,Australia Council for the Arts
3691,8,True,Quebec,Quebec
3692,9,True,Canada,Canada
3693,3,True,Lower Canada,Lower Canada
3694,8,True,Quebec,Quebec
3695,3,True,University of Vermont,University of Vermont
3696,2,True,Gristmill,Miller
3697,2,True,notInKB,notInKB
3698,2,True,Legislative Assembly of Quebec,Legislative Assembly of Quebec
3699,10,True,Quebec Liberal Party,Liberal Party of Canada
3700,9,False,notInC,Huntingdon (electoral district)
3701,10,True,notInKB,notInKB
3702,10,True,notInKB,notInKB
3703,10,True,notInKB,notInKB
3704,10,True,notInKB,notInKB
3705,10,True,notInKB,notInKB
3706,10,True,notInKB,notInKB
3707,10,True,notInKB,notInKB
3708,8,True,"Westmount, Quebec","Westmount, Quebec"
3709,7,True,New Orleans,New Orleans
3710,8,True,Louisiana,Louisiana
3711,4,True,Vaudeville,Vaudeville
3712,2,True,Ziegfeld Follies,Ziegfeld Follies
3713,3,True,Babes in Arms,Babes in Arms (film)
3714,1,True,Mickey Rooney,Mickey Rooney
3715,6,True,Judy Garland,Judy Garland
3716,3,True,Strike Up the Band (musical),Strike Up the Band (film)
3717,1,False,notInC,Andy Hardy's Private Secretary
3718,1,True,Jimmy Lydon,Jimmy Lydon
3719,1,True,Sweater Girl (film),Sweater Girl (film)
3720,1,True,Eddie Bracken,Eddie Bracken
3721,1,True,Monogram Pictures,Monogram Pictures
3722,1,True,Frankie Darro,Frankie Darro
3723,1,True,Noel Neill,Noel Neill
3724,8,True,Los Angeles,Los Angeles
3725,5,True,Annie Get Your Gun (musical),Annie Get Your Gun (musical)
3726,8,True,Luther Blissett,Association football
3727,1,True,TuS Ahrbach,TuS Ahrbach
3728,1,True,Sportfreunde Siegen,Sportfreunde Siegen
3729,1,True,FCR 2001 Duisburg,FCR 2001 Duisburg
3730,1,True,SC 07 Bad Neuenahr,SC 07 Bad Neuenahr
3731,1,True,notInKB,notInKB
3732,1,True,Sportfreunde Siegen,Sportfreunde Siegen
3733,10,True,notInKB,notInKB
3734,1,True,notInKB,notInKB
3735,3,False,notInC,Double (association football)
3736,9,False,notInC,Germany women's national football team
3737,8,False,notInC,Netherlands women's national football team
3738,8,False,notInC,Brazil women's national football team
3739,10,False,notInKB,notInKB
3740,2,False,notInC,1989 European Competition for Women's Football
3741,9,False,notInC,FIFA Women's World Cup
3742,2,False,notInC,1991 FIFA Women's World Cup
3743,4,True,Kristiansand,Kristiansand
3744,10,True,notInKB,notInKB
3745,7,True,Handball,Handball
3746,1,True,notInKB,notInKB
3747,1,True,Kristine Lunde-Borgersen,Kristine Lunde-Borgersen
3748,5,False,notInC,Norway women's national handball team
3749,7,False,notInC,Handball at the Summer Olympics
3750,10,False,notInKB,notInKB
3751,6,False,notInC,European Women's Handball Championship
3752,9,True,notInKB,notInKB
3753,4,True,Kristiansand,Kristiansands IF
3754,1,True,IK Våg,IK Våg
3755,1,True,Aalborg DH,Aalborg DH
3756,10,False,notInKB,notInKB
3757,5,True,Hungary,Hungary
3758,1,True,notInKB,notInKB
3759,5,False,notInC,Norway women's national handball team
3760,2,False,notInC,2004 European Women's Handball Championship
3761,2,False,notInC,2006 European Women's Handball Championship
3762,2,False,notInC,2008 European Women's Handball Championship
3763,3,False,notInC,2010 European Women's Handball Championship
3764,4,False,notInC,2011 World Women's Handball Championship
3765,1,False,notInC,2007 World Women's Handball Championship
3766,7,False,notInC,2009 World Women's Handball Championship
3767,9,True,2008 Summer Olympics,2008 Summer Olympics
3768,8,True,Beijing,Beijing
3769,9,False,notInC,2008 European Women's Handball Championship
3770,4,True,Empire of Japan,Empire of Japan
3771,6,True,Minister of Finance (Japan),Minister of Finance (Japan)
3772,1,True,Ministry of Greater East Asia,Ministry of Greater East Asia
3773,1,True,"Sarashina District, Nagano","Sarashina District, Nagano"
3774,10,True,notInKB,notInKB
3775,10,True,Ministry of Finance (Japan),Ministry of Finance (Japan)
3776,1,True,Takahashi Korekiyo,Takahashi Korekiyo
3777,1,True,notInKB,notInKB
3778,1,True,notInKB,notInKB
3779,2,True,Second Sino-Japanese War,Second Sino-Japanese War
3780,7,True,Prime Minister of Japan,Prime Minister of Japan
3781,1,True,Fumimaro Konoe,Fumimaro Konoe
3782,9,True,Seanad Éireann,House of Peers (Japan)
3783,9,True,Shinzō Abe,Nobuyuki Abe
3784,1,True,notInKB,notInKB
3785,1,True,Ministry of Greater East Asia,Ministry of Greater East Asia
3786,1,True,Greater East Asia Conference,Greater East Asia Conference
3787,1,True,Sugamo Prison,Sugamo Prison
3788,6,False,notInC,War crime
3789,1,True,"Liberal Party (Japan, 1945)","Liberal Party (Japan, 1945)"
3790,2,True,Liberal Democratic Party (Japan),Liberal Democratic Party (Japan)
3791,7,True,Taiwan,Taiwan
3792,1,True,Chūō Expressway,Chūō Expressway
3793,1,True,notInKB,notInKB
3794,1,True,notInKB,notInKB
3795,2,True,Order of the Rising Sun,Order of the Rising Sun
3796,7,True,Duke University,Duke University
3797,7,True,manuscript,Manuscript
3798,2,True,Duke Divinity School,Duke Divinity School
3799,5,True,New Testament,New Testament
3800,7,True,Munich,Munich
3801,5,True,Bible,New Testament
3802,7,False,notInC,Minuscule 2268
3803,7,False,notInC,Minuscule 2612
3804,7,False,notInC,Minuscule 2613
3805,9,False,notInC,Minuscule 2615
3806,9,False,notInC,Minuscule 2491
3807,9,False,notInC,Minuscule 1813
3808,8,False,notInC,Minuscule 2766
3809,6,False,notInC,Minuscule 2757
3810,5,False,notInC,Minuscule 2757
3811,1,True,Codex Daltonianus,Codex Daltonianus
3812,1,True,Lectionary,Lectionary
3813,6,False,notInC,Minuscule 1780
3814,7,False,notInC,Lectionary 1619
3815,8,False,notInC,Lectionary 1965
3816,8,False,notInC,Lectionary 1966
3817,9,False,notInC,Lectionary 1967
3818,9,False,notInC,Lectionary 2144
3819,9,False,notInC,Lectionary 648
3820,6,False,notInC,Lectionary 2138
3821,5,False,notInC,Lectionary 2145
3822,5,False,notInC,Lectionary 1839
3823,6,False,notInC,Lectionary 1623
3824,6,False,notInC,Lectionary 302
3825,1,True,Lectionary 1839,Lectionary 1839
3826,4,True,Kingdom of Romania,Romanian language
3827,9,True,Bucharest,Bucharest
3828,8,True,Kingdom of Romania,Romania
3829,2,True,Muntenia,Muntenia
3830,6,True,Bessarabia,Bessarabia
3831,6,True,Moldavia,Moldavia
3832,6,True,Transylvania,Transylvania
3833,6,True,Banat,Banat
3834,1,True,Oltenia,Oltenia
3835,3,True,Orhei,Orhei
3836,2,True,Bender,"Bender, Moldova"
3837,4,True,Silistra,Silistra
3838,3,True,Dobrich,Dobrich
3839,9,True,Kingdom of Bulgaria,Bulgaria
3840,1,True,Greater Romania,Greater Romania
3841,8,True,Boredoms discography,Discography
3842,3,True,King Diamond (band),King Diamond (band)
3843,5,True,Heavy metal music,Heavy metal music
3844,1,True,Album,Album
3845,2,True,Live album,Live album
3846,7,True,Compilation album,Compilation album
3847,5,True,Single (music),Single (music)
3848,6,False,notInC,Music video
3849,2,True,notInKB,notInKB
3850,3,True,King Diamond (band),King Diamond
3851,1,True,Andy LaRocque,Andy LaRocque
3852,1,True,notInKB,notInKB
3853,1,True,Timi Hansen,Timi Hansen
3854,1,True,Mikkey Dee,Mikkey Dee
3855,1,True,Fatal Portrait,Fatal Portrait
3856,8,True,Sweden,Sweden
3857,9,True,Abigail (album),Abigail (album)
3858,8,True,United States,United States
3859,8,True,Netherlands,Netherlands
3860,1,True,Them (King Diamond album),Them (King Diamond album)
3861,6,True,Conspiracy (King Diamond album),Conspiracy (King Diamond album)
3862,10,True,The Eye (King Diamond album),The Eye (King Diamond album)
3863,1,False,notInC,The Spider's Lullabye
3864,1,True,Chris Estes,Chris Estes
3865,9,True,Finland,Finland
3866,4,True,The Graveyard (album),The Graveyard (album)
3867,6,True,Voodoo (King Diamond album),Voodoo (King Diamond album)
3868,4,True,House of God (album),House of God (album)
3869,1,True,notInKB,notInKB
3870,1,True,Mike Wead,Mike Wead
3871,2,True,The Puppet Master (album),The Puppet Master (album)
3872,1,True,Give Me Your Soul...Please,Give Me Your Soul...Please
3873,10,True,notInKB,notInKB
3874,6,True,Greece,Greece
3875,1,True,Eurovision Song Contest 1974,Eurovision Song Contest 1974
3876,6,True,Greece,Greek language
3877,2,True,Marinella,Marinella
3878,2,True,notInKB,notInKB
3879,1,True,Giorgos Katsaros,Giorgos Katsaros
3880,5,True,Pythagoras,Pythagoras Papastamatiou
3881,1,True,Greece in the Eurovision Song Contest,Greece in the Eurovision Song Contest
3882,2,True,Marinella,Marinella
3883,1,True,Eurovision Song Contest 1974,Eurovision Song Contest 1974
3884,10,True,"Brighton, England",Brighton
3885,9,True,England,England
3886,10,True,notInKB,notInKB
3887,1,True,Anne-Karine Strøm,Anne-Karine Strøm
3888,1,True,The First Day of Love,The First Day of Love
3889,4,True,Israel,Israel
3890,1,True,Kaveret,Kaveret
3891,1,True,Natati La Khayay,Natati La Khayay
3892,1,True,Eurovision Song Contest 1976,Eurovision Song Contest 1976
3893,1,True,Mariza Koch,Mariza Koch
3894,1,True,Eurovision Song Contest 1975,Eurovision Song Contest 1975
3895,4,True,notInKB,notInKB
3896,1,True,Turkish invasion of Cyprus,Turkish invasion of Cyprus
3897,9,True,"Saint Thomas, Barbados","Saint Thomas, Barbados"
3898,9,True,Barbados,Barbados
3899,10,True,notInKB,notInKB
3900,6,True,England,English people
3901,2,True,notInKB,notInKB
3902,10,True,notInKB,notInKB
3903,8,True,Hampshire County Cricket Club,Hampshire County Cricket Club
3904,8,True,New Zealand national cricket team,New Zealand national cricket team
3905,8,True,Dorset,Dorset County Cricket Club
3906,7,True,Berkshire,Berkshire County Cricket Club
3907,10,True,Cornwall,Cornwall County Cricket Club
3908,1,True,Somerset County Cricket Club,Somerset County Cricket Club
